id,Title,Permalink,"Portfolio Categories","Portfolio Tags",content_type,int_production_company,director,agency,year,video_id,photographer,record_label,rank_math_title,rank_math_focus_keyword
1410,"KFC 'Hot Bites'",https://360films.co.za/portfolio/kfc-hot-bites/,"Orange Films",Commercials,commercials,"Sterntag, Berlin","John Doe","Service Plan and Neverest GMBH, Munich",20131101,https://vimeo.com/1111752509,,,"KFC 'Hot Bites'","previous commercials"
1411,"KFC 'On My Way'",https://360films.co.za/portfolio/kfc-on-my-way/,"Orange Films",Commercials,commercials,"Sterntag, Berlin","John Doe","Service Plan and Neverest GMBH, Munich",20131101,https://vimeo.com/1111752434,,,"KFC 'On My Way'","previous commercials"
1412,"KFC 'Gourmet Chicken'",https://360films.co.za/portfolio/kfc-gourmet-chicken/,"Orange Films",Commercials,commercials,"Sterntag, Berlin","John Doe","Service Plan and Neverest GMBH, Munich",20131101,https://vimeo.com/1111752390,,,"KFC 'Gourmet Chicken'","previous commercials"
1413,"KFC 'Hairy Friend'",https://360films.co.za/portfolio/kfc-hairy-friend/,"Orange Films",Commercials,commercials,"Sterntag, Berlin","John Doe","Service Plan and Neverest GMBH, Munich",20131101,https://vimeo.com/1111752349,,,"KFC 'Hairy Friend'","previous commercials"
1414,"UBS 'Mobile Banking Summer'",https://360films.co.za/portfolio/ubs-mobile-banking-summer/,"Orange Films",Commercials,commercials,"Condor Films, Zurich","Thomas Dirnhofer","Alpha 245 / Leo Burnett Schweiz AG, Zurich",20131201,https://vimeo.com/1111752304,,,"UBS 'Mobile Banking Summer'","previous commercials"
1415,"Coca-Cola 'Where Will Happiness Strike Next?'",https://360films.co.za/portfolio/coca-cola-where-will-happiness-strike-next/,"Orange Films",Commercials,commercials,"Paranoid US, Los Angeles","John X Carey","Driver, New York",20131201,https://vimeo.com/1111752193,,,"Coca-Cola 'Where Will Happiness Strike Next?'","previous commercials"
1416,"Education First 'Make Your Own Tomorrow'",https://360films.co.za/portfolio/education-first-make-your-own-tomorrow/,"Orange Films",Commercials,commercials,"Camp David Film, Stockholm","Niclas Larsson","Education First",20140101,https://vimeo.com/1111752117,,,"Education First 'Make Your Own Tomorrow'","previous commercials"
1417,"Passendale 'Le Rondeur de Chez Nous'",https://360films.co.za/portfolio/passendale-le-rondeur-de-chez-nous/,"Orange Films",Commercials,commercials,"Lovo Films, Brussels","Serdar Donmez","Air, Brussels",20140201,https://vimeo.com/1111752064,,,"Passendale 'Le Rondeur de Chez Nous'","previous commercials"
1418,"Spa Fruit 'Lawnmower'",https://360films.co.za/portfolio/spa-fruit-lawnmower/,"Orange Films",Commercials,commercials,"Lovo Films, Brussels","Manu Coeman","Publicis, Brussels",20140201,https://vimeo.com/1111752025,,,"Spa Fruit 'Lawnmower'","previous commercials"
1419,"Propel 'Be Electric'",https://360films.co.za/portfolio/propel-be-electric/,"Orange Films",Commercials,commercials,"Golden, Los Angeles","Jake Banks","Mono, Minneapolis",20141201,https://vimeo.com/1111751854,,,"Propel 'Be Electric'","previous commercials"
1420,"Gallia 'Welcome to the World'",https://360films.co.za/portfolio/gallia-welcome-to-the-world/,"Orange Films",Commercials,commercials,"Bandits, Paris","Jörn Threlfall","BETC, Paris",20150201,https://vimeo.com/1111751786,,,"Gallia 'Welcome to the World'","previous commercials"
1421,"Novo Nordisk Levemir 'The First Step'",https://360films.co.za/portfolio/novo-nordisk-levemir-the-first-step/,"Orange Films",Commercials,commercials,"New Land, Copenhagen","Casper Balslev","McCann, Copenhagen",20150201,https://vimeo.com/1111751722,,,"Novo Nordisk Levemir 'The First Step'","previous commercials"
1422,"Cuprinol 'The Cool Couple'",https://360films.co.za/portfolio/cuprinol-the-cool-couple/,"Orange Films",Commercials,commercials,"Riff Raff Films, London","Anna Carpen & Louis Jopling","18 Feet & Rising, London",20150201,https://vimeo.com/1111751680,,,"Cuprinol 'The Cool Couple'","previous commercials"
1423,"Rema 1000 'BBQ'",https://360films.co.za/portfolio/rema-1000-bbq/,"Orange Films",Commercials,commercials,"Kandidat, Oslo","Andreas Rønning","D’Accord, Oslo",20150301,https://vimeo.com/1111751586,,,"Rema 1000 'BBQ'","previous commercials"
